miRNA	PositionUTR	seedmatch	context++score	context++scorepercentile	weightedcontext++score	conservedbranchlength	Pct
hsa-miR-5004-3p	2948-2954	7mer-1A	-0.02	 30	-0.01	0.000	N/A
hsa-miR-4423-3p	2955-2961	7mer-1A	-0.06	 56	-0.02	0.016	N/A
hsa-miR-2116-3p	2966-2972	7mer-m8	-0.11	 89	-0.03	0.000	N/A
hsa-miR-6749-3p	2968-2975	8mer	-0.20	 84	-0.06	0.000	N/A
hsa-miR-6792-3p	2969-2975	7mer-1A	-0.06	 55	-0.02	0.000	N/A
hsa-miR-4691-5p	2969-2975	7mer-1A	-0.01	 29	-0.00	0.000	N/A
hsa-miR-1238-3p	2970-2976	7mer-1A	-0.01	 43	-0.00	0.000	N/A
hsa-miR-670-3p	2970-2976	7mer-1A	-0.01	 19	-0.00	0.729	N/A
hsa-miR-3926	2979-2985	7mer-1A	-0.04	 39	-0.01	0.000	N/A
hsa-miR-548s	2979-2985	7mer-m8	-0.02	 25	-0.01	0.000	N/A
hsa-miR-4651	2983-2990	8mer	-0.21	 72	-0.06	0.000	N/A
hsa-miR-608	2983-2990	8mer	-0.18	 63	-0.05	0.000	N/A
hsa-miR-6819-5p	2984-2991	8mer	-0.13	 70	-0.04	0.000	N/A
hsa-miR-6812-5p	2984-2991	8mer	-0.11	 64	-0.03	0.000	N/A
hsa-miR-6737-5p	2984-2991	8mer	-0.09	 62	-0.03	0.000	N/A
hsa-miR-6747-5p	2984-2990	7mer-1A	-0.06	 52	-0.02	0.000	N/A
hsa-miR-4664-5p	2984-2990	7mer-1A	-0.01	 25	-0.00	0.000	N/A
hsa-miR-342-5p	2984-2990	7mer-1A	-0.01	 22	-0.00	0.000	N/A
hsa-miR-3170	2985-2991	7mer-1A	-0.06	 58	-0.02	0.000	N/A
hsa-miR-6855-5p	2985-2991	7mer-1A	-0.07	 57	-0.02	0.000	N/A
hsa-miR-5572	2985-2992	8mer	-0.03	 50	-0.01	0.137	N/A
hsa-miR-450a-2-3p	2986-2992	7mer-1A	-0.07	 45	-0.02	0.226	N/A
hsa-miR-4260	2986-2992	7mer-1A	-0.01	 26	-0.00	0.000	N/A
hsa-miR-96-3p	3003-3009	7mer-m8	-0.09	 78	-0.03	0.000	N/A
hsa-miR-4719	3008-3014	7mer-m8	-0.02	 55	-0.01	0.000	N/A
hsa-miR-376b-3p	3015-3022	8mer	-0.05	 45	-0.02	0.336	N/A
hsa-miR-376a-3p	3015-3022	8mer	-0.05	 45	-0.02	0.336	N/A
hsa-miR-383-3p	3022-3028	7mer-m8	-0.05	 72	-0.02	0.000	N/A
hsa-miR-338-3p	3024-3030	7mer-1A	-0.05	 69	-0.01	0.127	< 0.1
hsa-miR-4530	3024-3030	7mer-1A	-0.05	 61	-0.01	0.000	N/A
hsa-miR-5586-5p	3025-3032	8mer	-0.20	 90	-0.06	0.000	N/A
hsa-miR-944	3030-3036	7mer-1A	-0.01	 41	-0.00	0.043	N/A
hsa-miR-6729-3p	3041-3047	7mer-1A	-0.01	 31	-0.00	0.000	N/A
hsa-miR-6870-3p	3042-3048	7mer-m8	-0.02	 56	-0.01	0.000	N/A
hsa-miR-3670	3045-3051	7mer-m8	-0.04	 28	-0.01	0.031	N/A
hsa-miR-3622b-5p	3056-3062	7mer-1A	-0.03	 39	-0.01	0.000	N/A
hsa-miR-205-5p	3062-3069	8mer	-0.03	 56	-0.01	0.393	< 0.1
hsa-miR-6868-3p	3064-3070	7mer-1A	-0.01	 24	-0.00	0.000	N/A
hsa-miR-3124-3p	3066-3072	7mer-m8	-0.02	 37	-0.01	0.000	N/A
hsa-miR-3119	3069-3075	7mer-1A	-0.01	 19	-0.00	0.000	N/A
hsa-miR-6090	3076-3082	7mer-m8	-0.08	 75	-0.02	0.000	N/A
hsa-miR-7515	3079-3086	8mer	-0.03	 29	-0.01	0.000	N/A
hsa-miR-3179	3080-3086	7mer-1A	-0.05	 54	-0.02	0.000	N/A
hsa-miR-6864-5p	3080-3086	7mer-m8	-0.02	 37	-0.01	0.000	N/A
hsa-miR-4452	3087-3093	7mer-m8	-0.02	 66	-0.01	0.000	N/A
hsa-miR-4680-3p	3088-3095	8mer	-0.03	 63	-0.01	0.000	N/A
hsa-miR-4427	3089-3095	7mer-1A	-0.08	 77	-0.02	0.000	N/A
hsa-miR-5187-3p	3089-3095	7mer-1A	-0.01	 41	-0.00	0.000	N/A
hsa-miR-146a-3p	3090-3096	7mer-m8	-0.02	 30	-0.01	0.000	N/A
hsa-miR-2682-3p	3093-3099	7mer-1A	-0.06	 64	-0.02	0.000	N/A
hsa-miR-6781-3p	3093-3099	7mer-1A	-0.01	 23	-0.00	0.000	N/A
hsa-miR-6747-3p	3095-3101	7mer-m8	-0.07	 68	-0.02	0.000	N/A
hsa-miR-6752-3p	3096-3103	8mer	-0.18	 82	-0.05	0.000	N/A
hsa-miR-7113-3p	3098-3104	7mer-m8	-0.02	 38	-0.01	0.000	N/A
hsa-miR-7106-3p	3099-3106	8mer	-0.07	 53	-0.02	0.000	N/A
hsa-miR-6772-3p	3101-3107	7mer-1A	-0.01	 18	-0.00	0.000	N/A
hsa-miR-302f	3103-3109	7mer-m8	-0.02	 29	-0.01	0.016	N/A
hsa-miR-219b-3p	3104-3110	7mer-m8	-0.02	 44	-0.01	0.000	N/A
hsa-miR-6128	3107-3113	7mer-m8	-0.02	 47	-0.01	0.043	N/A
hsa-miR-4738-3p	3111-3118	8mer	-0.12	 87	-0.03	0.000	N/A
hsa-miR-6800-5p	3116-3123	8mer	-0.15	 81	-0.04	0.000	N/A
hsa-miR-6802-5p	3117-3123	7mer-1A	-0.14	 66	-0.04	0.000	N/A
hsa-miR-3672	3123-3129	7mer-m8	-0.15	 90	-0.04	0.000	N/A
hsa-miR-6864-3p	3123-3129	7mer-m8	-0.07	 85	-0.02	0.000	N/A
hsa-miR-873-3p	3123-3129	7mer-1A	-0.05	 69	-0.02	0.000	N/A
hsa-miR-4712-3p	3125-3131	7mer-1A	-0.10	 79	-0.03	0.000	N/A
hsa-miR-4282	3131-3137	7mer-1A	-0.01	 49	-0.00	0.000	N/A
hsa-miR-8059	3137-3143	7mer-m8	-0.21	 92	-0.06	0.000	N/A
hsa-miR-4471	3137-3143	7mer-m8	-0.24	 91	-0.07	0.000	N/A
hsa-miR-6750-5p	3138-3144	7mer-m8	-0.24	 96	-0.07	0.000	N/A
hsa-miR-6822-5p	3138-3144	7mer-m8	-0.22	 95	-0.06	0.000	N/A
hsa-miR-6823-5p	3151-3158	8mer	-0.32	 97	-0.09	0.000	N/A
hsa-miR-3127-5p	3153-3159	7mer-1A	-0.13	 75	-0.04	0.016	N/A
hsa-miR-30e-3p	3155-3161	7mer-1A	-0.01	 38	-0.00	0.016	N/A
hsa-miR-30d-3p	3155-3161	7mer-1A	-0.01	 38	-0.00	0.016	N/A
hsa-miR-30a-3p	3155-3161	7mer-1A	-0.01	 38	-0.00	0.016	N/A
hsa-miR-4703-3p	3160-3166	7mer-1A	-0.09	 65	-0.03	0.000	N/A
hsa-miR-7852-3p	3161-3167	7mer-m8	-0.11	 78	-0.03	0.000	N/A
hsa-miR-3171	3163-3169	7mer-1A	-0.06	 43	-0.02	0.000	N/A
hsa-miR-5581-3p	3171-3177	7mer-1A	-0.03	 59	-0.01	0.000	N/A
hsa-miR-1298-5p	3175-3181	7mer-1A	-0.04	 70	-0.01	0.888	N/A
hsa-miR-335-3p	3177-3184	8mer	-0.03	 78	-0.01	0.031	N/A
hsa-miR-195-3p	3183-3189	7mer-m8	-0.02	 41	-0.01	0.031	N/A
hsa-miR-16-2-3p	3183-3189	7mer-m8	-0.02	 40	-0.01	0.031	N/A
hsa-miR-338-5p	3184-3190	7mer-m8	-0.02	 51	-0.01	0.031	N/A
hsa-miR-568	3190-3197	8mer	-0.03	 42	-0.01	0.043	N/A
hsa-miR-1288-5p	3203-3209	7mer-m8	-0.13	 89	-0.04	0.000	N/A
hsa-miR-514b-3p	3208-3214	7mer-1A	-0.01	 32	-0.00	0.043	N/A
hsa-miR-514a-3p	3208-3214	7mer-1A	-0.01	 32	-0.00	0.043	N/A
hsa-miR-875-3p	3216-3222	7mer-1A	-0.06	 69	-0.02	0.031	N/A
hsa-miR-1299	3216-3223	8mer	-0.03	 38	-0.01	0.016	N/A
hsa-miR-6128	3216-3222	7mer-1A	-0.01	 33	-0.00	0.043	N/A
hsa-miR-4782-5p	3217-3223	7mer-1A	-0.05	 63	-0.02	0.000	N/A
hsa-miR-516b-5p	3217-3223	7mer-1A	-0.07	 56	-0.02	0.043	N/A
hsa-miR-5706	3217-3223	7mer-1A	-0.02	 35	-0.00	0.000	N/A
hsa-miR-152-5p	3219-3226	8mer	-0.13	 71	-0.04	0.031	N/A
hsa-miR-182-3p	3220-3226	7mer-1A	-0.09	 65	-0.03	0.000	N/A
hsa-miR-597-3p	3220-3226	7mer-1A	-0.01	 25	-0.00	0.000	N/A
hsa-miR-218-2-3p	3221-3227	7mer-m8	-0.06	 71	-0.02	0.000	N/A
hsa-miR-7153-3p	3224-3231	8mer	-0.18	 91	-0.05	0.000	N/A
hsa-miR-6126	3232-3238	7mer-m8	-0.05	 78	-0.02	0.000	N/A
hsa-miR-605-3p	3232-3238	7mer-1A	-0.16	 77	-0.05	0.000	N/A
hsa-miR-4493	3232-3238	7mer-1A	-0.07	 63	-0.02	0.000	N/A
hsa-miR-4420	3236-3242	7mer-m8	-0.02	 53	-0.01	0.000	N/A
hsa-miR-181b-3p	3236-3242	7mer-m8	-0.02	 50	-0.01	0.000	N/A
hsa-miR-181b-2-3p	3236-3242	7mer-m8	-0.02	 50	-0.01	0.000	N/A
hsa-miR-1304-3p	3237-3244	8mer	-0.15	 94	-0.04	0.000	N/A
hsa-miR-1285-5p	3239-3245	7mer-m8	-0.08	 90	-0.02	0.000	N/A
hsa-miR-216a-5p	3240-3246	7mer-m8	-0.02	 27	-0.01	1.696	< 0.1
hsa-miR-5093	3244-3250	7mer-1A	-0.01	 29	-0.00	0.000	N/A
hsa-miR-3688-3p	3245-3251	7mer-m8	-0.02	 29	-0.01	0.000	N/A
hsa-miR-4647	3248-3254	7mer-m8	-0.02	 60	-0.01	0.000	N/A
hsa-miR-4426	3248-3254	7mer-m8	-0.02	 59	-0.01	0.000	N/A
hsa-miR-4662b	3248-3254	7mer-m8	-0.02	 44	-0.01	0.000	N/A
hsa-miR-1236-5p	3260-3266	7mer-m8	-0.02	 45	-0.01	0.000	N/A
hsa-miR-6754-5p	3264-3271	8mer	-0.03	 53	-0.01	0.000	N/A
hsa-miR-4441	3264-3271	8mer	-0.03	 49	-0.01	0.000	N/A
hsa-miR-4270	3264-3271	8mer	-0.03	 49	-0.01	0.000	N/A
hsa-miR-211-3p	3265-3271	7mer-1A	-0.01	 49	-0.00	0.000	N/A
hsa-miR-139-5p	3271-3277	7mer-m8	-0.02	 46	-0.01	1.111	< 0.1
hsa-miR-548v	3272-3278	7mer-m8	-0.10	 61	-0.03	0.000	N/A
hsa-miR-5690	3274-3280	7mer-m8	-0.11	 87	-0.03	0.000	N/A
hsa-miR-4262	3285-3291	7mer-m8	-0.02	 43	-0.01	2.184	< 0.1
hsa-miR-181c-5p	3285-3291	7mer-m8	-0.02	 31	-0.01	2.184	< 0.1
hsa-miR-181a-5p	3285-3291	7mer-m8	-0.02	 30	-0.01	2.184	< 0.1
hsa-miR-181b-5p	3285-3291	7mer-m8	-0.02	 30	-0.01	2.184	< 0.1
hsa-miR-181d-5p	3285-3291	7mer-m8	-0.02	 30	-0.01	2.184	< 0.1
hsa-miR-8485	3297-3303	7mer-m8	-0.14	 83	-0.04	0.000	N/A
hsa-miR-8485	3299-3305	7mer-m8	-0.11	 76	-0.03	0.000	N/A
hsa-miR-8485	3301-3307	7mer-m8	-0.08	 68	-0.02	0.000	N/A
hsa-miR-8485	3303-3309	7mer-m8	-0.10	 73	-0.03	0.000	N/A
hsa-miR-548t-3p	3311-3318	8mer	-0.03	 63	-0.01	0.031	N/A
hsa-miR-548aa	3311-3318	8mer	-0.03	 63	-0.01	0.031	N/A
hsa-miR-548ap-3p	3311-3318	8mer	-0.03	 63	-0.01	0.031	N/A
hsa-miR-548ay-3p	3312-3318	7mer-1A	-0.09	 91	-0.03	0.031	N/A
hsa-miR-548at-3p	3312-3318	7mer-1A	-0.09	 90	-0.03	0.031	N/A
hsa-miR-548as-3p	3312-3318	7mer-1A	-0.01	 48	-0.00	0.000	N/A
hsa-miR-3117-5p	3317-3324	8mer	-0.21	 91	-0.06	0.000	N/A
hsa-miR-6730-3p	3319-3326	8mer	-0.21	 93	-0.06	0.000	N/A
hsa-miR-3660	3320-3326	7mer-1A	-0.08	 70	-0.02	0.016	N/A
hsa-miR-4526	3320-3326	7mer-1A	-0.01	 38	-0.00	0.016	N/A
hsa-miR-6719-3p	3320-3326	7mer-1A	-0.01	 28	-0.00	0.000	N/A
hsa-miR-4256	3321-3327	7mer-1A	-0.02	 39	-0.01	0.000	N/A
hsa-miR-1237-3p	3323-3329	7mer-m8	-0.09	 77	-0.03	0.016	N/A
hsa-miR-5088-3p	3324-3331	8mer	-0.10	 78	-0.03	0.000	N/A
hsa-miR-4755-5p	3326-3333	8mer	-0.03	 60	-0.01	0.000	N/A
hsa-miR-5006-3p	3326-3333	8mer	-0.03	 59	-0.01	0.000	N/A
hsa-miR-623	3326-3332	7mer-1A	-0.03	 51	-0.01	0.000	N/A
hsa-miR-204-5p	3326-3332	7mer-1A	-0.01	 26	-0.00	1.247	< 0.1
hsa-miR-211-5p	3326-3332	7mer-1A	-0.01	 26	-0.00	1.247	< 0.1
hsa-miR-4446-5p	3327-3333	7mer-m8	-0.02	 40	-0.01	0.000	N/A
hsa-miR-5193	3344-3350	7mer-1A	-0.07	 67	-0.02	0.000	N/A
hsa-miR-660-3p	3344-3350	7mer-1A	-0.08	 66	-0.02	0.031	N/A
hsa-miR-6852-3p	3346-3352	7mer-1A	-0.07	 53	-0.02	0.000	N/A
hsa-miR-3909	3346-3352	7mer-1A	-0.07	 52	-0.02	0.000	N/A
hsa-miR-519d-3p	3351-3357	7mer-1A	-0.01	 55	-0.00	1.463	< 0.1
hsa-miR-4796-3p	3351-3357	7mer-1A	-0.01	 52	-0.00	0.000	N/A
hsa-miR-526b-3p	3351-3357	7mer-1A	-0.01	 49	-0.00	1.463	< 0.1
hsa-miR-20b-5p	3351-3357	7mer-1A	-0.01	 47	-0.00	1.463	< 0.1
hsa-miR-17-5p	3351-3357	7mer-1A	-0.01	 47	-0.00	1.463	< 0.1
hsa-miR-93-5p	3351-3357	7mer-1A	-0.01	 47	-0.00	1.463	< 0.1
hsa-miR-20a-5p	3351-3357	7mer-1A	-0.01	 46	-0.00	1.463	< 0.1
hsa-miR-106b-5p	3351-3357	7mer-1A	-0.01	 46	-0.00	1.463	< 0.1
hsa-miR-106a-5p	3351-3357	7mer-1A	-0.01	 45	-0.00	1.463	< 0.1
hsa-miR-3609	3351-3357	7mer-1A	-0.01	 42	-0.00	0.000	N/A
hsa-miR-548ah-5p	3351-3357	7mer-1A	-0.01	 39	-0.00	0.000	N/A
hsa-miR-629-5p	3356-3362	7mer-m8	-0.11	 79	-0.03	0.000	N/A
hsa-miR-186-3p	3362-3368	7mer-m8	-0.02	 52	-0.01	0.000	N/A
hsa-miR-6733-5p	3382-3388	7mer-1A	-0.10	 79	-0.03	0.000	N/A
hsa-miR-6739-5p	3382-3388	7mer-1A	-0.05	 64	-0.02	0.000	N/A
hsa-miR-4668-5p	3382-3388	7mer-1A	-0.07	 62	-0.02	0.000	N/A
hsa-miR-3153	3382-3388	7mer-1A	-0.01	 40	-0.00	0.000	N/A
hsa-miR-4646-5p	3383-3390	8mer	-0.18	 93	-0.05	0.226	N/A
hsa-miR-204-3p	3383-3390	8mer	-0.11	 91	-0.03	0.226	N/A
hsa-miR-6506-5p	3384-3390	7mer-1A	-0.12	 91	-0.04	0.000	N/A
hsa-miR-619-5p	3384-3390	7mer-1A	-0.05	 86	-0.02	0.000	N/A
hsa-miR-3192-5p	3384-3390	7mer-1A	-0.08	 77	-0.02	0.016	N/A
hsa-miR-4314	3384-3390	7mer-m8	-0.12	 72	-0.04	0.000	N/A
hsa-miR-1273e	3397-3404	8mer	-0.13	 78	-0.04	0.000	N/A
hsa-miR-3619-3p	3407-3413	7mer-1A	-0.02	 43	-0.01	0.000	N/A
hsa-miR-4776-5p	3407-3413	7mer-m8	-0.02	 16	-0.01	0.000	N/A
hsa-miR-4800-5p	3408-3414	7mer-m8	-0.15	 73	-0.04	0.000	N/A
hsa-miR-8071	3409-3415	7mer-m8	-0.09	 76	-0.03	0.000	N/A
hsa-miR-363-5p	3410-3417	8mer	-0.08	 59	-0.02	0.031	N/A
hsa-miR-6745	3410-3417	8mer	-0.07	 54	-0.02	0.031	N/A
hsa-miR-4483	3411-3417	7mer-1A	-0.06	 75	-0.02	0.016	N/A
hsa-miR-1293	3411-3417	7mer-1A	-0.06	 56	-0.02	0.016	N/A
hsa-miR-6756-5p	3411-3417	7mer-1A	-0.07	 40	-0.02	0.000	N/A
hsa-miR-6766-5p	3411-3417	7mer-1A	-0.04	 34	-0.01	0.000	N/A
hsa-miR-6776-5p	3412-3418	7mer-m8	-0.02	 36	-0.01	0.000	N/A
hsa-miR-6742-3p	3413-3420	8mer	-0.03	 60	-0.01	0.000	N/A
hsa-miR-6852-5p	3414-3420	7mer-1A	-0.03	 53	-0.01	0.000	N/A
hsa-miR-6783-3p	3414-3420	7mer-m8	-0.03	 41	-0.01	0.000	N/A
hsa-miR-939-3p	3414-3420	7mer-1A	-0.01	 37	-0.00	0.000	N/A
hsa-miR-1343-3p	3414-3420	7mer-m8	-0.02	 33	-0.01	0.000	N/A
hsa-miR-500a-5p	3417-3423	7mer-1A	-0.01	 33	-0.00	0.187	N/A
hsa-miR-5587-5p	3424-3430	7mer-m8	-0.15	 84	-0.04	0.000	N/A
hsa-miR-490-3p	3428-3434	7mer-m8	-0.13	 84	-0.04	1.733	< 0.1
hsa-miR-570-3p	3432-3438	7mer-1A	-0.03	 54	-0.01	0.000	N/A
hsa-miR-3140-5p	3435-3441	7mer-1A	-0.03	 53	-0.01	0.000	N/A
hsa-miR-378a-5p	3436-3442	7mer-1A	-0.03	 67	-0.01	0.223	N/A
hsa-miR-1200	3436-3442	7mer-1A	-0.05	 64	-0.02	0.000	N/A
hsa-miR-7152-5p	3437-3443	7mer-1A	-0.01	 50	-0.00	0.000	N/A
hsa-miR-3074-5p	3437-3443	7mer-1A	-0.01	 46	-0.00	0.223	N/A
hsa-miR-3124-3p	3438-3444	7mer-m8	-0.02	 37	-0.01	0.223	N/A
hsa-miR-501-5p	3441-3447	7mer-m8	-0.03	 51	-0.01	0.031	N/A
hsa-miR-500a-5p	3442-3448	7mer-m8	-0.07	 81	-0.02	0.187	N/A
hsa-miR-6856-5p	3454-3460	7mer-1A	-0.06	 71	-0.02	0.000	N/A
hsa-miR-6758-5p	3454-3460	7mer-1A	-0.03	 59	-0.01	0.000	N/A
hsa-miR-520c-5p	3456-3463	8mer	-0.20	 92	-0.06	0.043	N/A
hsa-miR-518d-5p	3456-3463	8mer	-0.20	 92	-0.06	0.043	N/A
hsa-miR-526a	3456-3463	8mer	-0.20	 92	-0.06	0.043	N/A
hsa-miR-518f-5p	3456-3463	8mer	-0.20	 92	-0.06	0.043	N/A
hsa-miR-519c-5p	3456-3463	8mer	-0.18	 91	-0.05	0.043	N/A
hsa-miR-523-5p	3456-3463	8mer	-0.18	 91	-0.05	0.043	N/A
hsa-miR-519a-5p	3456-3463	8mer	-0.18	 91	-0.05	0.043	N/A
hsa-miR-518e-5p	3456-3463	8mer	-0.18	 91	-0.05	0.043	N/A
hsa-miR-519b-5p	3456-3463	8mer	-0.18	 91	-0.05	0.043	N/A
hsa-miR-522-5p	3456-3463	8mer	-0.18	 91	-0.05	0.043	N/A
hsa-miR-520g-5p	3456-3462	7mer-1A	-0.10	 71	-0.03	0.016	N/A
hsa-miR-4777-5p	3457-3463	7mer-1A	-0.01	 27	-0.00	0.000	N/A
hsa-miR-1250-3p	3461-3467	7mer-m8	-0.02	 67	-0.01	0.000	N/A
hsa-miR-1324	3466-3472	7mer-1A	-0.10	 79	-0.03	0.016	N/A
hsa-miR-3942-3p	3468-3474	7mer-1A	-0.01	 34	-0.00	0.000	N/A
hsa-miR-501-5p	3472-3478	7mer-m8	-0.03	 50	-0.01	0.276	N/A
hsa-miR-500a-5p	3473-3479	7mer-m8	-0.07	 81	-0.02	0.425	N/A
hsa-miR-4668-3p	3475-3482	8mer	-0.03	 88	-0.01	0.000	N/A
hsa-miR-3163	3477-3483	7mer-m8	-0.02	 65	-0.01	0.000	N/A
hsa-miR-2115-3p	3485-3491	7mer-m8	-0.02	 26	-0.01	0.000	N/A
hsa-miR-6856-3p	3496-3502	7mer-1A	-0.08	 72	-0.02	0.031	N/A
hsa-miR-539-3p	3499-3506	8mer	-0.21	 85	-0.06	0.250	N/A
hsa-miR-485-3p	3499-3506	8mer	-0.13	 84	-0.04	0.250	N/A
hsa-miR-335-3p	3502-3508	7mer-m8	-0.02	 61	-0.01	0.239	N/A
hsa-miR-503-3p	3507-3513	7mer-m8	-0.10	 70	-0.03	0.000	N/A
hsa-miR-4779	3511-3517	7mer-m8	-0.21	 91	-0.06	0.000	N/A
hsa-miR-4689	3513-3520	8mer	-0.31	 97	-0.09	0.000	N/A
hsa-miR-6858-5p	3513-3520	8mer	-0.24	 97	-0.07	0.000	N/A
hsa-miR-3150b-3p	3513-3519	7mer-1A	-0.06	 52	-0.02	0.000	N/A
hsa-miR-4784	3513-3519	7mer-1A	-0.06	 51	-0.02	0.000	N/A
hsa-miR-3915	3514-3520	7mer-1A	-0.08	 65	-0.02	0.000	N/A
hsa-miR-1224-5p	3514-3520	7mer-1A	-0.01	 48	-0.00	1.496	N/A
hsa-miR-1304-5p	3515-3521	7mer-1A	-0.03	 48	-0.01	0.000	N/A
hsa-miR-6792-5p	3527-3533	7mer-1A	-0.08	 81	-0.02	0.000	N/A
hsa-miR-4503	3527-3533	7mer-m8	-0.10	 68	-0.03	0.000	N/A
hsa-miR-4703-3p	3532-3538	7mer-1A	-0.15	 81	-0.04	0.000	N/A
hsa-miR-7852-3p	3533-3540	8mer	-0.26	 95	-0.07	0.260	N/A
hsa-miR-3668	3534-3540	7mer-1A	-0.13	 75	-0.04	0.000	N/A
hsa-miR-216b-3p	3548-3554	7mer-m8	-0.08	 79	-0.02	0.000	N/A
hsa-miR-603	3549-3555	7mer-m8	-0.07	 84	-0.02	0.243	N/A
hsa-miR-642a-3p	3551-3557	7mer-1A	-0.13	 86	-0.04	0.000	N/A
hsa-miR-642b-3p	3551-3557	7mer-1A	-0.13	 86	-0.04	0.000	N/A
hsa-miR-514b-3p	3552-3558	7mer-m8	-0.22	 95	-0.06	0.043	N/A
hsa-miR-514a-3p	3552-3558	7mer-m8	-0.22	 94	-0.06	0.043	N/A
hsa-miR-3121-3p	3562-3568	7mer-m8	-0.04	 76	-0.01	0.016	N/A
hsa-miR-4666a-3p	3568-3574	7mer-1A	-0.10	 93	-0.03	0.000	N/A
hsa-miR-300	3568-3574	7mer-1A	-0.02	 72	-0.01	2.921	N/A
hsa-let-7f-1-3p	3568-3574	7mer-m8	-0.05	 70	-0.02	0.943	N/A
hsa-miR-98-3p	3568-3574	7mer-m8	-0.04	 64	-0.01	0.943	N/A
hsa-miR-381-3p	3568-3574	7mer-1A	-0.01	 48	-0.00	2.921	N/A
hsa-let-7b-3p	3568-3574	7mer-m8	-0.02	 36	-0.01	0.943	N/A
hsa-let-7a-3p	3568-3574	7mer-m8	-0.02	 35	-0.01	0.943	N/A
hsa-miR-1277-5p	3571-3577	7mer-1A	-0.03	 75	-0.01	0.000	N/A
hsa-miR-889-3p	3572-3578	7mer-1A	-0.01	 47	-0.00	0.164	N/A
hsa-miR-1179	3578-3584	7mer-1A	-0.04	 65	-0.01	0.187	N/A
hsa-miR-190a-3p	3583-3589	7mer-1A	-0.01	 37	-0.00	0.500	N/A
hsa-miR-4528	3585-3591	7mer-m8	-0.02	 35	-0.01	0.000	N/A
hsa-miR-4646-3p	3592-3599	8mer	-0.25	 91	-0.07	0.000	N/A
hsa-miR-4433b-5p	3592-3598	7mer-1A	-0.12	 72	-0.04	0.000	N/A
hsa-miR-2355-3p	3593-3599	7mer-1A	-0.11	 67	-0.03	0.159	N/A
hsa-miR-1277-5p	3602-3608	7mer-1A	-0.01	 40	-0.00	0.000	N/A
hsa-miR-5692c	3603-3610	8mer	-0.03	 77	-0.01	0.000	N/A
hsa-miR-5692b	3603-3610	8mer	-0.03	 77	-0.01	0.000	N/A
hsa-miR-369-3p	3604-3610	7mer-1A	-0.01	 53	-0.00	2.1000	N/A
hsa-miR-4672	3611-3617	7mer-m8	-0.16	 90	-0.04	0.000	N/A
hsa-miR-6768-5p	3611-3617	7mer-1A	-0.05	 73	-0.01	0.000	N/A
hsa-miR-5590-5p	3616-3622	7mer-m8	-0.12	 78	-0.03	0.000	N/A
hsa-miR-103a-2-5p	3628-3634	7mer-m8	-0.21	 93	-0.06	0.276	N/A
hsa-miR-5692a	3641-3647	7mer-m8	-0.02	 73	-0.01	0.000	N/A
hsa-miR-3689a-5p	3650-3656	7mer-1A	-0.11	 74	-0.03	0.000	N/A
hsa-miR-3689e	3650-3656	7mer-1A	-0.11	 74	-0.03	0.000	N/A
hsa-miR-3689f	3650-3656	7mer-1A	-0.11	 74	-0.03	0.000	N/A
hsa-miR-3689b-5p	3650-3656	7mer-1A	-0.11	 74	-0.03	0.000	N/A
hsa-miR-4679	3651-3657	7mer-m8	-0.20	 94	-0.06	0.575	N/A
hsa-miR-4693-5p	3653-3660	8mer	-0.34	 97	-0.09	0.000	N/A
hsa-miR-892a	3653-3659	7mer-1A	-0.12	 85	-0.04	0.327	N/A
hsa-miR-4318	3653-3659	7mer-1A	-0.14	 83	-0.04	0.000	N/A
hsa-miR-4282	3659-3665	7mer-1A	-0.01	 49	-0.00	0.000	N/A
hsa-miR-466	3668-3675	8mer	-0.26	 97	-0.07	0.000	N/A
hsa-miR-4789-3p	3668-3674	7mer-1A	-0.15	 93	-0.04	0.000	N/A
hsa-miR-4643	3668-3674	7mer-1A	-0.08	 90	-0.02	0.000	N/A
hsa-miR-4672	3669-3675	7mer-1A	-0.11	 83	-0.03	0.000	N/A
hsa-miR-3941	3669-3675	7mer-1A	-0.03	 65	-0.01	0.223	N/A
hsa-miR-2681-5p	3672-3678	7mer-1A	-0.01	 53	-0.00	0.000	N/A
hsa-miR-4775	3675-3682	8mer	-0.03	 79	-0.01	0.000	N/A
hsa-miR-590-3p	3675-3681	7mer-1A	-0.01	 56	-0.00	0.327	N/A
hsa-miR-29b-1-5p	3682-3688	7mer-m8	-0.09	 83	-0.02	0.469	N/A
hsa-miR-653-3p	3685-3691	7mer-m8	-0.19	 93	-0.05	0.276	N/A
hsa-miR-4433a-3p	3691-3697	7mer-m8	-0.16	 94	-0.04	0.016	N/A
hsa-miR-548ae-3p	3716-3722	7mer-m8	-0.02	 67	-0.01	0.031	N/A
hsa-miR-548x-3p	3716-3722	7mer-m8	-0.02	 67	-0.01	0.031	N/A
hsa-miR-548aq-3p	3716-3722	7mer-m8	-0.02	 67	-0.01	0.031	N/A
hsa-miR-548ah-3p	3716-3722	7mer-m8	-0.02	 67	-0.01	0.031	N/A
hsa-miR-548j-3p	3716-3722	7mer-m8	-0.02	 67	-0.01	0.031	N/A
hsa-miR-548aj-3p	3716-3722	7mer-m8	-0.02	 67	-0.01	0.031	N/A
hsa-miR-548am-3p	3716-3722	7mer-m8	-0.02	 67	-0.01	0.031	N/A
